id,Label,Source,Target,Type,Timestamp
995,Samuel Chase,Samuel Chase, Maryland Council of Safety,Directed,1776-11-21
996,Samuel Chase,Samuel Chase, Maryland Council of Safety,Directed,1776-11-23
997,Benjamin Rumsey,Benjamin Rumsey,Daniel of St. Thomas Jenifer,Directed,1776-11-24
998,Oliver Wolcott,Oliver Wolcott,Mrs. Wolcott,Directed,1776-11-24
999,Richard Henry Lee,Richard Henry Lee,Samuel Purviance jr.,Directed,1776-11-24
1000,Elbridge Gerry,Elbridge Gerry,Joseph Trumbull,Directed,1776-11-26
1001,John Hancock,John Hancock,George Washington,Directed,1776-11-26
1002,Samuel Chase,Samuel Chase, Maryland Council of Safety,Directed,1776-11-26
1003,Oliver Wolcott,Oliver Wolcott,Timothy Edwards,Directed,1776-11-29
1004,Samuel Chase,Samuel Chase, Maryland Council of Safety,Directed,1776-11-30
1005,John Hancock,John Hancock,George Washington,Directed,1776-12-01
1006,Richard Henry Lee,Richard Henry Lee,Patrick Henry,Directed,1776-12-03
1007,John Hancock,John Hancock,George Washington,Directed,1776-12-04
1008,New York Delegates,New York Delegates, New York Convention,Directed,1776-12-04
1009,Secret Committee,Secret Committee, Massachusetts Assembly,Directed,1776-12-04
1010,Benjamin Rush,Benjamin Rush,Diary,Directed,1776-12-05
1011,Samuel Adams,Samuel Adams,James Warren,Directed,1776-12-06
1012,George Read,George Read,Mrs. Read,Directed,1776-12-06
1013,Charles Carroll,Charles Carroll,Daniel of St. Thomas Jenifer,Directed,1776-12-07
1014,William Paca,William Paca, Maryland Council of Safety,Directed,1776-12-07
1015,Elbridge Gerry,Elbridge Gerry,Joseph Trumbull,Directed,1776-12-07
1016,Georgia Delegates,Georgia Delegates,John Hancock,Directed,1776-12-10
1017,Samuel Chase,Samuel Chase,James Nicholson,Directed,1776-12-11
1018,Charles Thomson,Charles Thomson,George Washington,Directed,1776-12-11
1019,Samuel Adams,Samuel Adams,George Washington,Directed,1776-12-12
1020,Oliver Wolcott,Oliver Wolcott,Mrs. Wolcott,Directed,1776-12-13
1021,Robert Morris,Robert Morris,John Hancock,Directed,1776-12-16
1022,Robert Morris,Robert Morris, Committee of Secret Correspondence,Directed,1776-12-16
1023,Richard Henry Lee,Richard Henry Lee,Patrick Henry,Directed,1776-12-18
1024,Benjamin Rumsey,Benjamin Rumsey,Daniel of St. Thomas Jenifer,Directed,1776-12-19
1025,Samuel Adams,Samuel Adams,Mrs. Adams,Directed,1776-12-19
1026,John Hancock,John Hancock, Maryland Convention,Directed,1776-12-20
1027,Charles Carroll,Charles Carroll, Maryland Council of Safety,Directed,1776-12-21
1028,Committee of Secret Correspondence,Committee of Secret Correspondence, Commissioners at Paris,Directed,1776-12-21
1029,Robert Morris,Robert Morris, Commissioners at Paris,Directed,1776-12-21
1030,John Hancock,John Hancock,George Washington,Directed,1776-12-21
1031,John Hancock,John Hancock,Robert Morris,Directed,1776-12-23
1032,Robert Morris,Robert Morris,George Washington,Directed,1776-12-23
1033,William Whipple,William Whipple,Josiah Bartlett,Directed,1776-12-23
1034,Samuel Chase,Samuel Chase,John Sullivan,Directed,1776-12-24
1035,William Whipple,William Whipple,John Langdon,Directed,1776-12-24
1036,Oliver Wolcott,Oliver Wolcott,Mrs. Wolcott,Directed,1776-12-25
1037,Matw Thornton,Matw Thornton,Meshech Weare,Directed,1776-12-25
1038,William Ellery,William Ellery,Nicholas Cooke,Directed,1776-12-25
1039,Samuel Adams,Samuel Adams,James Warren,Directed,1776-12-25
1040,Francis Lewis,Francis Lewis,Robert Morris,Directed,1776-12-26
1041,Robert Morris,Robert Morris,George Washington,Directed,1776-12-26
1042,Elbridge Gerry,Elbridge Gerry,Joseph Trumbull,Directed,1776-12-26
1043,John Hancock,John Hancock,Joseph Trumbull,Directed,1776-12-27
1044,Francis Lewis,Francis Lewis, New York Committee of Safety,Directed,1776-12-27
1045,John Hancock,John Hancock,Robert Morris,Directed,1776-12-27
1046,Committee in Philadelphia,Committee in Philadelphia,George Washington,Directed,1776-12-28
1047,Committee in Philadelphia,Committee in Philadelphia,John Hancock,Directed,1776-12-28
1048,WiUiam Hooper,WiUiam Hooper,Robert Morris,Directed,1776-12-28
1049,Benjamin Harrison,Benjamin Harrison,Robert Morris,Directed,1776-12-29
1050,Committee of Secret Correspondence,Committee of Secret Correspondence, Commissioners at Paris,Directed,1776-12-30
1051,William Whipple,William Whipple,Josiah Bartlett,Directed,1776-12-31
1052,Committee in Philadelphia,Committee in Philadelphia,George Washington,Directed,1776-12-31
1053,William Ellery,William Ellery,Nicholas Cooke,Directed,1776-12-31
1054,William Hooper,William Hooper,Robert Morris,Directed,1776-12-31
1055,Thomas Nelson jr.,Thomas Nelson jr.,Horatio Gates,Directed,1776-12-31
1056,Richard Henry Lee,Richard Henry Lee,William Shippen,Directed,1777-01-01
1057,Elbridge Gerry,Elbridge Gerry,Joseph Hawkey,Directed,1777-01-01
1058,William Hooper,William Hooper,Joseph Hewes,Directed,1777-01-01
1059,John Hancock,John Hancock,George Washington,Directed,1777-01-01
1060,Samnd Adams,Samnd Adams,James Warren,Directed,1777-01-01
1061,Committee in Philadelphia,Committee in Philadelphia,John Hancock,Directed,1777-01-02
1062,Committee in Philadelphia,Committee in Philadelphia,William Palfrey,Directed,1777-01-02
1063,Elbridge Gerry,Elbridge Gerry,Joseph Trumbull,Directed,1777-01-02
1064,Samuel Chase,Samuel Chase, Maryland Council of Safety,Directed,1777-01-03
1065,Committee in Philadelphia,Committee in Philadelphia,George Washington,Directed,1777-01-05
1066,John Hancock,John Hancock, Committee in Philadelphia,Directed,1777-01-06
1067,John Hancock,John Hancock,George Washington,Directed,1777-01-06
1068,Francis Lewis,Francis Lewis, New York Committee of Safety,Directed,1777-01-07
1069,William Ellery,William Ellery,Nicholas Cooke,Directed,1777-01-07
1070,Samuel Chase,Samuel Chase, Maryland Council of Safety,Directed,1777-01-08
1071,Benjamin Harrison,Benjamin Harrison,Robert Morris,Directed,1777-01-08
1072,John Hancock,John Hancock,Archibald Bulloch,Directed,1777-01-08
1073,Samuel Adams,Samuel Adams,James Warren,Directed,1777-01-08
1074,Samuel Adams,Samuel Adams,John Adams,Directed,1777-01-09
1075,Committee in Philadelphia,Committee in Philadelphia,George Washington,Directed,1777-01-09
1076,Committee in Philadelphia,Committee in Philadelphia,James Wilson,Directed,1777-01-09
1077,John Hancock,John Hancock, Massachusetts Assembly,Directed,1777-01-10
1078,Robert Morris,Robert Morris,John Jay,Directed,1777-01-12
1079,Robert Morris,Robert Morris,John Langdon,Directed,1777-01-12
1080,John Hancock,John Hancock,Robert Morris,Directed,1777-01-14
1081,James Wilson,James Wilson,Robert Morris,Directed,1777-01-14
1082,Francis Lightfoot Lee,Francis Lightfoot Lee,Landon Carter,Directed,1777-01-14
1083,John Hancock,John Hancock, Maryland Assembly,Directed,1777-01-14
1084,John Hancock,John Hancock, Committee in Philadelphia,Directed,1777-01-14
1085,Secret Committee,Secret Committee, Commissioners in Paris,Directed,1777-01-14
1086,Francis Lewis,Francis Lewis,Robert Morris,Directed,1777-01-15
1087,Samuel Adams,Samuel Adams,James Warren,Directed,1777-01-16
1088,Francis Lewis,Francis Lewis,Abraham Ten Broeck,Directed,1777-01-16
1089,Richard Henry Lee,Richard Henry Lee,Patrick Henry,Directed,1777-01-17
1090,Committee in Philadelphia,Committee in Philadelphia,Richard Dallam,Directed,1777-01-18
1091,John Hancock,John Hancock,George Washington,Directed,1777-01-18
1092,John Hancock,John Hancock, Committee in Philadelphia,Directed,1777-01-18
1093,John Hancock,John Hancock,Andrew Lewis,Directed,1777-01-18
1094,Secret Committee,Secret Committee,Robert Morris,Directed,1777-01-18
1095,Samuel Chase,Samuel Chase, Maryland Council of Safety,Directed,1777-01-19
1096,Samuel Chase,Samuel Chase,William Livingston,Directed,1777-01-23
1097,Thomas Nelson jr.,Thomas Nelson jr.,Robert Morris,Directed,1777-01-25
1098,John Hancock,John Hancock,George Washington,Directed,1777-01-29
1099,Samuel Chase,Samuel Chase, Maryland Council of Safety,Directed,1777-01-29
1100,William Ellery,William Ellery,Nicholas Cooke,Directed,1777-01-30
1101,John Hancock,John Hancock,Joseph Trumbull,Directed,1777-01-30
1102,John Hancock,John Hancock, Maryland Assembly,Directed,1777-01-31
1103,Massachusetts Delegates,Massachusetts Delegates,James Bowdoin,Directed,1777-01-31
1104,Samuel Chase,Samuel Chase, Maryland Council of Safety,Directed,1777-01-31
1105,Robert Morris,Robert Morris,George Washington,Directed,1777-01-31
1106,Francis Lewis,Francis Lewis,Abraham Ten Broeck,Directed,1777-01-31
1107,Francis Lewis,Francis Lewis,John McKesson,Directed,1777-01-31
1108,Elbridge Gerry,Elbridge Gerry,Joseph Trumbull,Directed,1777-01-31
1109,William Hooper,William Hooper,Robert Morris,Directed,1777-02-01
1110,Committee of Secret Correspondence,Committee of Secret Correspondence,William Bingham,Directed,1777-02-01
1111,Samuel Adams,Samuel Adams,James Warren,Directed,1777-02-01
1112,John Hancock,John Hancock, Maryland Assembly,Directed,1777-02-01
1113,Benjamin Rush,Benjamin Rush,Diary,Directed,1777-02-04
1114,Thomas Burke,Thomas Burke,Richard Caswell,Directed,1777-02-04
1115,Samuel Chase,Samuel Chase, Maryland Council of Safety,Directed,1777-02-06
1116,John Hancock,John Hancock,George Washington,Directed,1777-02-06
1117,John Adams,John Adams,Mrs. Adams,Directed,1777-02-07
1118,Samuel Chase,Samuel Chase, Maryland Council of Safety,Directed,1777-02-07
1119,William Whipple,William Whipple,Josiah Bartlett,Directed,1777-02-07
1120,Thomas Burke,Thomas Burke,Abstract of Debates,Directed,1777-02-07
1121,Benjamin Rush,Benjamin Rush,Robert Morris,Directed,1777-02-08
1122,Thomas Burke,Thomas Burke,Abstract of Debates,Directed,1777-02-08
1123,Thomas Burke,Thomas Burke,Abstract of Debates,Directed,1777-02-08
1124,Abraham Clark,Abraham Clark,John Hart,Directed,1777-02-08
1125,John Hancock,John Hancock, Massachusetts Assembly,Directed,1777-02-08
1126,Benjamin Rush,Benjamin Rush,Diary,Directed,1777-02-10
1127,Benjamin Rush,Benjamin Rush,Robert Morris,Directed,1777-02-11
1128,John Hancock,John Hancock, Maryland Council of Safety,Directed,1777-02-11
1129,John Adams,John Adams,James Warren,Directed,1777-02-12
1130,Thomas Burke,Thomas Burke,Abstract of Debates,Directed,1777-02-12
1131,Medical Committee,Medical Committee,George Washington,Directed,1777-02-13
1132,Benjamin Rush,Benjamin Rush,Diary,Directed,1777-02-14
1133,Thomas Burke,Thomas Burke,Abstract of Debates,Directed,1777-02-15
1134,William Ellery,William Ellery,Nicholas Cooke,Directed,1777-02-15
1135,William Hooper,William Hooper,Joseph Hewes,Directed,1777-02-15
1136,Thomas Burke,Thomas Burke,Richard Caswell,Directed,1777-02-16
1137,Samuel Adams,Samuel Adams,James Warren,Directed,1777-02-16
1138,Robert Morris,Robert Morris,William Bingham,Directed,1777-02-16
1139,John Adams,John Adams,James Warren,Directed,1777-02-17
1140,John Hancock,John Hancock,Robert Morris,Directed,1777-02-18
1141,Francis Lewis,Francis Lewis,Abraham Ten Broeck,Directed,1777-02-18
1142,Thomas Burke,Thomas Burke,Abstract of Debates,Directed,1777-02-19 
1143,Benjamin Rush,Benjamin Rush,Diary,Directed,1777-02-19
1144,Benjamin Rush,Benjamin Rush,Diary,Directed,1777-02-20
1145,Thomas Burke,Thomas Burke,Abstract of Debates,Directed,1777-02-20
1146,John Hancock,John Hancock, Maryland Assembly,Directed,1777-02-20
1147,Samuel Chase,Samuel Chase, Maryland Council of Safety,Directed,1777-02-20
1148,John Adams,John Adams,Joseph Palmer,Directed,1777-02-20
1149,Thomas Burke,Thomas Burke,Abstract of Debates,Directed,1777-02-21
1150,John Adams,John Adams,Mrs. Adams,Directed,1777-02-21
1151,Board of War,Board of War,George Washington,Directed,1777-02-21
1152,John Adams,John Adams,Diary,Directed,1777-02-21
1153,Benjamin Rush,Benjamin Rush,Robert Morris,Directed,1777-02-22
1154,William Whipple,William Whipple,Josiah Bartlett,Directed,1777-02-22
1155,Committee in Philadelphia,Committee in Philadelphia,George Washington,Directed,1777-02-22
1156,John Hancock,John Hancock,George Washington,Directed,1777-02-23
1157,John Hancock,John Hancock,Horatio Gates,Directed,1777-02-23
1158,Thomas Burke,Thomas Burke,Abstract of Debates,Directed,1777-02-24
1159,Thomas Burke,Thomas Burke,Abstract of Debates,Directed,1777-02-25
1160,Thomas Burke,Thomas Burke,Abstract of Debates,Directed,1777-02-25
1161,John Hancock,John Hancock,Robert Morris,Directed,1777-02-26
1162,Thomas Burke,Thomas Burke,Abstract of Debates,Directed,1777-02-26
1163,Benjamin Rush,Benjamin Rush,Diary,Directed,1777-02-26
1164,Committee in Philadelphia,Committee in Philadelphia,George Washington,Directed,1777-02-26
1165,Thomas Burke,Thomas Burke,Abstract of Debates,Directed,1777-02-27
1166,John Hancock,John Hancock,Robert Morris,Directed,1777-02-27
1167,James Wilson,James Wilson,Robert Morris,Directed,1777-02-28
1168,Francis Lightfoot Lee,Francis Lightfoot Lee,Landon Carter,Directed,1777-02-28
1169,Thomas Burke,Thomas Burke,Richard Caswell,Directed,1777-03-02
1170,Roger Sherman,Roger Sherman,Jonathan Trumbull,Directed,1777-03-04
1171,Mann PaRe jr.,Mann PaRe jr.,George Weedon,Directed,1777-03-05
1172,William McGilivry,William McGilivry,Nicholas Cooke,Directed,1777-03-06
1173,Robert Morris,Robert Morris,George Washington,Directed,1777-03-06
1174,John Adams,John Adams,Mrs. Adams,Directed,1777-03-07
1175,Jonathan Clark,Jonathan Clark,Silas Dayton,Directed,1777-03-07
1176,Abraham Clark,Abraham Clark,01us Caldwell,Directed,1777-03-07
1177,John Hancock,John Hancock,Mrs. Hancock,Directed,1777-03-10
1178,Thomas Rurke,Thomas Rurke,Richard Caswell,Directed,1777-03-11
1179,John Hancock,John Hancock, New York Delegates,Directed,1777-03-11
1180,402.Francis Lewis,402.Francis Lewis, New York Convention,Directed,1777-03-12
1181,Thomas Wirke,Thomas Wirke,Abstract of Debates,Directed,1777-03-14
1182,John Adams,John Adams,Nathanacl Greene,Directed,1777-03-29
1183,William Ellcry,William Ellcry,Nicholas Cooke,Directed,1777-03-15
1184,Lewis Morris,Lewis Morris,Abraham Ten Broeck,Directed,1777-03-16
1185,John Hancock,John Hancock,George Washington,Directed,1777-03-17
1186,William Whipple,William Whipple,Josiah Bartlett,Directed,1777-03-17
1187,John Adams,John Adams,James Warren,Directed,1777-03-18
1188,John Hancock,John Hancock,Philip Schuyler,Directed,1777-03-18
1189,Samuel Adams,Samuel Adams,Miss Mercy Scollay,Directed,1777-03-18
1190,Roger Sherman,Roger Sherman,Jonathan Trumbull jr.,Directed,1777-03-20
1191,Roger Sherman,Roger Sherman,Jonathan Trumbull jr.,Directed,1777-03-21
1192,Daniel Robcrdcau,Daniel Robcrdcau,Thomas Johnson,Directed,1777-03-22
1193,James Lovell,James Lovell,John Trumbull,Directed,1777-03-22
1194,William Whipple,William Whipple,John Langdon,Directed,1777-03-24
1195,John Adams,John Adams,James Warren,Directed,1777-03-24
1196,Committee of Secret Correspondence,Committee of Secret Correspondence, Commissioners in Paris,Directed,1777-03-25
1197,Elbridge Gerry,Elbridge Gerry,Joseph Trumbull,Directed,1777-03-26
1198,William EUery,William EUery,Nicholas Cooke,Directed,1777-03-30
1199,John Adams,John Adams,James Warren,Directed,1777-03-31
1200,Roger Sherman,Roger Sherman,Jonathan Trumbull jr.,Directed,1777-04-01
1201,Roger Sherman,Roger Sherman,Joseph Trumbull,Directed,1777-04-02
1202,John Hancock,John Hancock,Thomas Johnson jr.,Directed,1777-04-02
1203,William Ellery,William Ellery,Nicholas Cooke,Directed,1777-04-06
1204,John Adams,John Adams,Mrs. Adams,Directed,1777-04-06
1205,John Adams,John Adams,James Warren,Directed,1777-04-06
1206,William Whipple,William Whipple,Josiah Bartlett,Directed,1777-04-07
1207,Benjamin Rush,Benjamin Rush,Diary,Directed,1777-04-08
1208,Thomas Burke,Thomas Burke,Abstract of Debates,Directed,1777-04-08
1209,Roger Sherman,Roger Sherman,Jonathan Trumbull,Directed,1777-04-09
1210,Committee of Congress,Committee of Congress,George Washington,Directed,1777-04-10
1211,Richard Henry Lee,Richard Henry Lee,George Washington,Directed,1777-04-10
1212,James Sykes,James Sykes,George Read,Directed,1777-04-10
1213,John Adams ,John Adams ,unknown,Directed,1777-04-13
1214,Thomas Burke,Thomas Burke,Richard Caswell,Directed,1777-04-15
1215,Massachusetts Delegates,Massachusetts Delegates, Speaker of House of Representatives,Directed,1777-04-16
1216,John Adams,John Adams,James Bowdoin,Directed,1777-04-16
1217,John Adams,John Adams,James Warren,Directed,1777-04-16
1218,Richard Henry Lee,Richard Henry Lee,George Washington,Directed,1777-04-16
1219,Francis Lewis,Francis Lewis,Abraham Ten Broeck,Directed,1777-04-17
1220,Roger Sherman,Roger Sherman,Jonathan Trumbull,Directed,1777-04-17
1221,Benjamin Rumsey,Benjamin Rumsey,Thomas Johnson jr.,Directed,1777-04-17
1222,Samuel Adams,Samuel Adams,James Warren,Directed,1777-04-17
1223,William Duer,William Duer,Abraham Ten Broeck,Directed,1777-04-17
1224,George Walton,George Walton,Lachlan Mcintosh,Directed,1777-04-18
1225,John Hancock,John Hancock,Horatio Gates,Directed,1777-04-18
1226,Secret Committee,Secret Committee,Samuel Purviance,Directed,1777-04-19
1227,Secret Committee,Secret Committee,Robert Purviance,Directed,1777-04-19
1228,William Whipple,William Whipple,John Langdon,Directed,1777-04-19
1229,Elbridge Gerry,Elbridge Gerry,Joseph Trumbull,Directed,1777-04-19
1230,John Adams,John Adams,Mrs. Adams,Directed,1777-04-19
1231,Richard Henry Lee,Richard Henry Lee,Arthur Lee,Directed,1777-04-20
1232,New York Delegates,New York Delegates,Abraham Ten Broeck,Directed,1777-04-21
1233,Qiarles Thomson,Qiarles Thomson,George Washington,Directed,1777-04-22
1234,Mann Page jr.,Mann Page jr.,George Weedon,Directed,1777-04-22
1235,Richard Henry Lee,Richard Henry Lee,Patrick Henry,Directed,1777-04-22
1236,Samuel Adams,Samuel Adams,Samuel Cooper,Directed,1777-04-23
1237,Roger Sherman,Roger Sherman,Jonathan Trumbull,Directed,1777-04-23
1238,Oliver Wolcott,Oliver Wolcott,Joshua Huntington,Directed,1777-04-24
1239,John Hancock,John Hancock,George Washington,Directed,1777-04-25
1240,Philip Schuyler,Philip Schuyler,Richard Varick,Directed,1777-04-26
1241,William Whipple,William Whipple,Josiah Bartlett,Directed,1777-04-27
1242,Maryland Delegates,Maryland Delegates,Thomas Johnson jr.,Directed,1777-04-28
1243,New York Delegates,New York Delegates,Abraham Ten Broeck,Directed,1777-04-29
1244,Thomas Burke,Thomas Burke,Richard Caswell,Directed,1777-04-29
1245,John Hancock,John Hancock,Horatio Gates,Directed,1777-04-29
1246,Philip Schuyler,Philip Schuyler,George Washington,Directed,1777-04-30
1247,Maryland Delegates,Maryland Delegates,Thomas Johnson jr.,Directed,1777-05-01
1248,Robert Morris,Robert Morris,Thomas Johnson jr.,Directed,1777-05-01
1249,Benjamin Rumsey,Benjamin Rumsey,Thomas Johnson jr.,Directed,1777-05-01
1250,Daniel Roberdeau,Daniel Roberdeau,Benjamin Franklin,Directed,1777-05-01
1251,James Lovell,James Lovell,Horatio Gates,Directed,1777-05-01
1252,Committee of Foreign Affairs,Committee of Foreign Affairs, Commissioners at Paris,Directed,1777-05-02
1253,Thomas Burke,Thomas Burke,Richard Caswell,Directed,1777-05-02
1254,John Adams,John Adams,James Warren,Directed,1777-05-03
1255,John Hancock,John Hancock,George Washington,Directed,1777-05-03
1256,William Whipple,William Whipple,John Langdon,Directed,1777-05-03
1257,John Hancock,John Hancock, Thirteen States,Directed,1777-05-05
1258,John Adams,John Adams,Joseph Palmer,Directed,1777-05-06
1259,John Adams,John Adams,James Warren,Directed,1777-05-06
1260,William Whipple,William Whipple,Josiah Bartlett ,Directed,1777-05-07
1261,William Ellery,William Ellery,Nicholas Cooke,Directed,1777-05-08
1262,New York Delegates,New York Delegates, New York Convention,Directed,1777-05-09
1263,John Adams,John Adams,Mrs. Adams,Directed,1777-05-10
1264,William Whipple,William Whipple,John Langdon,Directed,1777-05-10
1265,John Hancock,John Hancock,George Washington,Directed,1777-05-10
1266,Board of War,Board of War,George Washington,Directed,1777-05-11
1267,Thomas Burke,Thomas Burke,Richard Caswell,Directed,1777-05-11
1268,James Lovell,James Lovell,George Washington,Directed,1777-05-12
1269,Roger Sherman,Roger Sherman,Oliver Wolcott,Directed,1777-05-13
1270,Roger Sherman,Roger Sherman,Jonathan Trumbull,Directed,1777-05-14
1271,Roger Sherman,Roger Sherman,Jonathan Trumbull,Directed,1777-05-16
1272,Thomas Nelson jr.,Thomas Nelson jr.,George Wythe,Directed,1777-05-16
1273,John Adams,John Adams,Mrs. Adams,Directed,1777-05-17
1274,Philip Schuyler,Philip Schuyler,George Washington,Directed,1777-05-18
1275,John Hancock,John Hancock,George Washington,Directed,1777-05-20
1276,Richard Henry Lee,Richard Henry Lee,Thomas Jefferson,Directed,1777-05-20
1277,Virginia Delegates,Virginia Delegates,George Wythe,Directed,1777-05-20
1278,Roger Sherman,Roger Sherman,Oliver Wolcott,Directed,1777-05-21
1279,Massachusetts Delegates,Massachusetts Delegates,James Warren,Directed,1777-05-21
1280,Richard Henry Lee,Richard Henry Lee,George Washington,Directed,1777-05-22
1281,James Lovell,James Lovell,Horatio Gates,Directed,1777-05-22
1282,Thomas Burke,Thomas Burke,Richard Caswell,Directed,1777-05-23
1283,New York Delegates,New York Delegates, New York Council of Safety,Directed,1777-05-23
1284,William Paca,William Paca, Governor of Maryland,Directed,1777-05-24
1285,William Paca,William Paca, Council of Maryland,Directed,1777-05-24
1286,Richard Henry Lee,Richard Henry Lee,Patrick Henry,Directed,1777-05-26
1287,John Adams,John Adams,Thomas Jefferson,Directed,1777-05-26
1288,James Lovell,James Lovell,George Washington,Directed,1777-05-26
1289,Daniel Roberdeau,Daniel Roberdeau,George Washington,Directed,1777-05-26
1290,Jolin Hancock,Jolin Hancock,George Washington,Directed,1777-05-27
1291,William Duer,William Duer,Robert R. LiviiiKstoii,Directed,1777-05-28
1292,John Adams,John Adams,John Sullivan,Directed,1777-06-03
1293,Board of War,Board of War,Horatio Gates,Directed,1777-06-04
1294,James Lowell,James Lowell,Joseph Trumbull,Directed,1777-06-06
1295,James Lowell,James Lowell,Oliver Wolcott,Directed,1777-06-07
1296,Secret Committee,Secret Committee,Oliver Tollock,Directed,1777-06-12
1297,New York Delegates,New York Delegates, New York Council of Safety,Directed,1777-06-19
1298,James Duane,James Duane,Robert R. Livinpston,Directed,1777-06-19
1299,James Duane,James Duane,Philip Schuyler,Directed,1777-06-19
1300,William Ducr,William Ducr,Philip Schuyler,Directed,1777-06-19
1301,John Adaius,John Adaius,James Warren,Directed,1777-06-19
1302,James Duane,James Duane,Robert R. Livingston,Directed,1777-06-24
1303,John Hancock,John Hancock,John McKinley,Directed,1777-06-25
1304,James Duane,James Duane,Robert R. LivinRston,Directed,1777-06-26
1305,Samuel Adams,Samuel Adams,Richard Henry Lee,Directed,1777-06-26
1306,James Duane,James Duane,Robert R. Livingston,Directed,1777-06-28
1307,Robert Morris,Robert Morris,Silas Deane,Directed,1777-06-29
1308,Samuel Adams,Samuel Adams,James Warren,Directed,1777-06-30
1309,Eliphalet Dyer,Eliphalet Dyer,Joseph Trumbull,Directed,1777-06-30
1310,James Lovell,James Lovell,Joseph Trumbull,Directed,1777-06-30
1311,James Lovell,James Lovell,William Whipple,Directed,1777-06-30
1312,James Duane,James Duane,Robert R. Livingston,Directed,1777-07-01
1313,New York Delegates,New York Delegates, New York Council of Safety,Directed,1777-07-02
1314,James Duane,James Duane,Robert R. Livingston,Directed,1777-07-02
1315,James Lovell,James Lovell,Benjamin Franklin,Directed,1777-07-04
1316,Thomas Burke,Thomas Burke,Richard Caswell,Directed,1777-07-05
1317,William Williams,William Williams,Jonathan Trumbull,Directed,1777-07-05
1318,Henry Marchant,Henry Marchant, Governor of Rhode Island,Directed,1777-07-05
1319,Henry Marchant,Henry Marchant, Company of Rhode Island,Directed,1777-07-05
1320,James Lovell,James Lovell,William Whipple,Directed,1777-07-07
1321,John Adams,John Adams,James Warren,Directed,1777-07-07
1322,John Adams,John Adams,Nathanael Greene,Directed,1777-07-07
1323,Eliphalet Dyer,Eliphalet Dyer,Joseph Trumbull,Directed,1777-07-07
1324,Eliphalet Dyer,Eliphalet Dyer,Joseph Trumbull,Directed,1777-07-08
1325,Elbridge Gerry,Elbridge Gerry,Joseph Trumbull,Directed,1777-07-08
1326,John Hancock,John Hancock,Joseph Trumbull,Directed,1777-07-08
1327,New York Delegates,New York Delegates, New York Council of Safety,Directed,1777-07-08
1328,William Duer,William Duer,Robert R. Livingston,Directed,1777-07-09
1329,Elbridge Gerry,Elbridge Gerry,Joseph Trumbull,Directed,1777-07-09
1330,John Hancock,John Hancock, Massachusetts Assembly,Directed,1777-07-10
1331,James Lovell,James Lovell,Joseph Trumbull,Directed,1777-07-11
1332,John Hancock,John Hancock,Benedict Arnold,Directed,1777-07-12
1333,John Hancock,John Hancock, Massachusetts Assembly,Directed,1777-07-14
1334,Samuel Adams,Samuel Adams,Richard Henry Lee,Directed,1777-07-15
1335,Eliphalet Dyer,Eliphalet Dyer,Joseph Trumbull,Directed,1777-07-15
1336,John Hancock,John Hancock,Philip Schuyler,Directed,1777-07-18
1337,James Lovell,James Lovell,William Whipple,Directed,1777-07-21
1338,Thomas Burke,Thomas Burke,Richard Caswell,Directed,1777-07-22
1339,Samuel Adams,Samuel Adams,Richard Henry Lee,Directed,1777-07-22
1340,James Lovell,James Lovell,George Washington,Directed,1777-07-24
1341,Charles Thomson,Charles Thomson,Notes of Debates,Directed,1777-07-24
1342,Charles Thomson,Charles Thomson,Notes of Debates,Directed,1777-07-25
1343,Henry Laurens,Henry Laurens,John Lewis Gervais,Directed,1777-07-25
1344,Charles Thomson,Charles Thomson,Notes of Debates,Directed,1777-07-26
1345,Nathaniel Folsom,Nathaniel Folsom,Meshech Weare,Directed,1777-07-26
1346,Samuel Adams,Samuel Adams,Paul Revere,Directed,1777-07-28
1347,Charles Thomson,Charles Thomson,Notes of Debates,Directed,1777-07-28
1348,William Duer,William Duer,Philip Schuyler,Directed,1777-07-29
1349,New York Delegates,New York Delegates, New York Council of Safety,Directed,1777-07-29
1350,James Lovell,James Lovell,William Whipple,Directed,1777-07-29
1351,Thomas Burke,Thomas Burke,Richard Caswell,Directed,1777-07-30
1352,John Hancock,John Hancock, Maryland Assembly,Directed,1777-08-02
1353,Samuel Adams,Samuel Adams,James Warren,Directed,1777-07-31
1354,Samuel Adams,Samuel Adams,James Warren,Directed,1777-08-01
1355,James Lovell,James Lovell,William Whipple,Directed,1777-08-01
1356,William Williams,William Williams,Jonathan Trumbull,Directed,1777-08-02
1357,William Williams,William Williams,Jonathan Trumbull,Directed,1777-08-02
1358,John Hancock,John Hancock,William Heath,Directed,1777-08-02
1359,James Lovell,James Lovell,William Whipple,Directed,1777-08-04
1360,Thomas Burke,Thomas Burke,Richard Caswell,Directed,1777-08-05
1361,Henry Laurens,Henry Laurens,John Lewis Gervais,Directed,1777-08-05
1362,George Walton,George Walton,George Washington,Directed,1777-08-05
1363,Nathaniel Folson,Nathaniel Folson,Josiah Bartlett,Directed,1777-08-05
1364,William Williams,William Williams,Jonathan Trumbull,Directed,1777-08-06
1365,John Hancock,John Hancock, New York Assembly,Directed,1777-08-06
1366,James Lovell,James Lovell,William Whipple,Directed,1777-08-07
1367,James Lovell,James Lovell,William Whipple,Directed,1777-08-08
1368,Henry Laurens,Henry Laurens,Robert Howe,Directed,1777-08-07
