id,Label,Source,Target,Type,Timestamp
3467,Daniel of St. Thomas Jenifer,Daniel of St. Thomas Jenifer,Thomas Sim Lee,Directed,1780-09-26
3468, Maryland Delegates, Maryland Delegates,Thomas Sim Lee,Directed,1780-09-26
3469,Samuel Huntington,Samuel Huntington,Nathaniel Greene,Directed,1780-09-27
3470,Samuel Huntington,Samuel Huntington,George Washington,Directed,1780-09-29
3471,Samuel Huntington,Samuel Huntington,George Qinton,Directed,1780-09-29
3472,Willie Jones,Willie Jones,Abner Nash,Directed,1780-10-01
3473, Delegates of North Carolina, Delegates of North Carolina, North Carolina Assembly,Directed,1780-10-01
3474,Joseph Jones,Joseph Jones,George Washington,Directed,1780-10-02
3475,John Sullivan,John Sullivan,Meshech Weare,Directed,1780-10-02
3476,Daniel of St. Thomas Jenifer,Daniel of St. Thomas Jenifer,Thomas Sim Lee,Directed,1780-10-02
3477,Joseph Jones,Joseph Jones,James Madison,Directed,1780-10-02
3478,John ^laws,John ^laws,Nathaniel Peabody,Directed,1780-10-03
3479,James Lovell,James Lovell,Natlianiel Peabody,Directed,1780-10-03
3480, Maryland Delegates, Maryland Delegates, Maryland Council,Directed,1780-10-03
3481,Samuel Adams,Samuel Adams,James Warren,Directed,1780-10-03
3482,Samuel Huntington,Samuel Huntington,George Washington,Directed,1780-10-04
3483,Jared Ingersoll,Jared Ingersoll,Joseph Reed,Directed,1780-10-04
3484,odorick Bland,odorick Bland,Thomas Jefferson,Directed,1780-10-05
3485,Samuel Huntington,Samuel Huntington, Several States,Directed,1780-10-06
3486,John Maws,John Maws,George Washington,Directed,1780-10-06
3487,James Duane,James Duane,Notes of Debates,Directed,1780-10-06
3488,Samuel Huntington,Samuel Huntington,Thomas Sim Lee ,Directed,1780-10-07
3489,Samuel Huntington,Samuel Huntington,Joseph Reed,Directed,1780-10-08
3490,Samuel Huntington,Samuel Huntington,William Livingston,Directed,1780-10-09
3491,Samuel Huntington,Samuel Huntington,George Clinton,Directed,1780-10-10
3492,James Duane,James Duane,George Clinton,Directed,1780-10-07
3493,Willie Jones,Willie Jones,Abner Nash,Directed,1780-10-07
3494,Joseph Jones,Joseph Jones,James Madison,Directed,1780-10-09
3495,Whitmill Hill,Whitmill Hill,Thomas Burke,Directed,1780-10-09
3496,James Duane,James Duane,George Washington,Directed,1780-10-10
3497,Ezekiel Cornell,Ezekiel Cornell,William Greene,Directed,1780-10-10
3498,James Madison,James Madison,Joseph Jones,Directed,1780-10-10
3499,Charles Thomson,Charles Thomson,John Jay,Directed,1780-10-12
3500,Samuel Huntington,Samuel Huntington,Jonathan Trumbull,Directed,1780-10-17
3501,Ezekiel Cornell,Ezekiel Cornell,William Greene,Directed,1780-10-17
3502,John Maws,John Maws,George Washington,Directed,1780-10-17
3503,James Madison,James Madison,Joseph Jones,Directed,1780-10-17
3504,James Duane,James Duane,George Clinton,Directed,1780-10-18
3505,Willie Jones,Willie Jones,Abner Nash,Directed,1780-10-18
3506,Ezekiel Cornell,Ezekiel Cornell,William Greene,Directed,1780-10-24
3507,James Madison,James Madison,Joseph Jones,Directed,1780-10-24
3508,Samuel Huntington,Samuel Huntington, Several States,Directed,1780-10-26
3509,Samuel Huntington,Samuel Huntington, Several States,Directed,1780-10-26
3510,Samuel Huntington,Samuel Huntington,Jonathan Trumbull,Directed,1780-10-26
3511,James Lovell,James Lovell,Benjamin Franklin,Directed,1780-10-28
3512,James Lovell,James Lovell,Captain Bell,Directed,1780-10-28
3513,James Lovell,James Lovell,Captain Josiah,Directed,1780-10-30
3514,John Maws,John Maws,George Washington,Directed,1780-10-30
3515,Samuel Huntington,Samuel Huntington,Certain States,Directed,1780-10-31
3516,Samuel Huntington,Samuel Huntington,Nathanael Greene,Directed,1780-10-31
3517,James Madison,James Madison,Edmund Pendleton,Directed,1780-10-31
3518,Ezekiel Cornell,Ezekiel Cornell,William Greene,Directed,1780-10-31
3519,Abraham Clark,Abraham Clark,Josiah Hornblower,Directed,1780-10-31
3520,Samuel Huntington,Samuel Huntington,John Rutledge,Directed,1780-11-02
3521,Benjamin Huntington,Benjamin Huntington,Oliver Ellsworth,Directed,1780-11-02
3522, Virginia Delegates, Virginia Delegates,Thomas Jefferson,Directed,1780-11-05
3523,William Sharpe,William Sharpe,Matw Locke,Directed,1780-11-06
3524,James Madison,James Madison,Edmund Pendleton,Directed,1780-11-07
3525,Samuel Adams,Samuel Adams,Samuel Cooper,Directed,1780-11-07
3526,Samuel Huntington,Samuel Huntington,Jonathan Trumbull,Directed,1780-11-09
3527,Ezekiel Cornell,Ezekiel Cornell,William Greene,Directed,1780-11-09
3528,John Sullivan,John Sullivan,George Washington,Directed,1780-11-12
3529,Samuel Huntington,Samuel Huntington, Several States,Directed,1780-11-13
3530,James Madison,James Madison,Joseph Jones,Directed,1780-11-14
3531,James Duane,James Duane,George Clinton,Directed,1780-11-14
3532,John Sullivan,John Sullivan,Meshech Weare,Directed,1780-11-15
3533,Samuel Huntington,Samuel Huntington,Thomas Sim Lee,Directed,1780-11-16
3534,John Sullivan,John Sullivan, Officers of New Hampshire Line,Directed,1780-11-19
3535,John Sullivan,John Sullivan,Alexander Scammell,Directed,1780-11-19
3536,James Lovell,James Lovell,Elbridge Gerry,Directed,1780-11-20
3537,James Madison,James Madison,Joseph Jones,Directed,1780-11-21
3538,Ezekiel Cornell,Ezekiel Cornell,William Greene,Directed,1780-11-21
3539,odorick Bland,odorick Bland,Thomas Jefferson,Directed,1780-11-22
3540,James Madison,James Madison,Joseph Jones,Directed,1780-11-25
3541,John Sullivan,John Sullivan,George Washington,Directed,1780-11-26
3542,John Maws,John Maws,Nathanael Greene,Directed,1780-11-27
3543,James Madison,James Madison,Joseph Jones,Directed,1780-11-28
3544,Samuel Adams,Samuel Adams,James Warren,Directed,1780-11-29
3545,James Duane,James Duane,George Clinton,Directed,1780-11-29
3546,John Sullivan,John Sullivan,George Washington,Directed,1780-11-30
3547,Proceedings and Observations of Committee of Finance,Proceedings and Observations of Committee of Finance,Report,Directed,1780-11-30
3548,Samuel Huntington,Samuel Huntington,John Lawrence,Directed,1780-12-01
3549,John Sullivan,John Sullivan,Meshech Weare,Directed,1780-12-03
3550,Ezekiel Cornell,Ezekiel Cornell,William Greene,Directed,1780-12-04
3551,James Madison,James Madison,Joseph Jones,Directed,1780-12-05
3552,James Lovell,James Lovell,Samuel Holten,Directed,1780-12-05
3553,James Lovell,James Lovell,James Warren,Directed,1780-12-05
3554, Maryland Delegates, Maryland Delegates, Governor of Maryland,Directed,1780-12-05
3555, Maryland Delegates, Maryland Delegates,Council of Maryland,Directed,1780-12-05
3556,James Duane,James Duane,George Washington,Directed,1780-12-09
3557,Samuel Huntington,Samuel Huntington,George Washington,Directed,1780-12-09
3558,John Sullivan,John Sullivan,Meshech Weare,Directed,1780-12-11
3559,James Madison,James Madison,Joseph Jones,Directed,1780-12-12
3560, Virginia Delegates, Virginia Delegates,Thomas Jefferson,Directed,1780-12-12
3561,John Maws,John Maws,Nathanael Greene,Directed,1780-12-12
3562, Virginia Delegates, Virginia Delegates,Thomas Jefferson,Directed,1780-12-13
3563,John Maws,John Maws,Nathanael Greene,Directed,1780-12-13
3564,John Wirspoon,John Wirspoon,William Livingston,Directed,1780-12-16
3565,Thomas McKean,Thomas McKean,John Adams,Directed,1780-12-18
3566,Oliver Wolcott,Oliver Wolcott,Jonathan Trumbull,Directed,1780-12-18
3567,James Madison,James Madison,Joseph Jones,Directed,1780-12-19
3568,Abraham Clark,Abraham Clark,Elias Dayton,Directed,1780-12-19
3569,James Lovell,James Lovell,Samuel Holten,Directed,1780-12-19
3570,Samuel Huntington,Samuel Huntington, Chevalier de la Luzerne,Directed,1780-12-20
3571,James Lovell,James Lovell,Benjamin Franklin,Directed,1780-12-21
3572,Samuel Johnston,Samuel Johnston,James Iredell,Directed,1780-12-21
3573,Samuel Huntington,Samuel Huntington, Several States,Directed,1780-12-22
3574,Oliver Wolcott,Oliver Wolcott,Samuel Lyman,Directed,1780-12-22
3575,Samuel Huntington,Samuel Huntington,Jonathan Trumbull,Directed,1780-12-24
3576,Jesse Root,Jesse Root,Oliver Ellsworth,Directed,1780-12-25
3577,Thomas McKean,Thomas McKean,John Dickinson,Directed,1780-12-25
3578,John Sullivan,John Sullivan,Meshech Weare,Directed,1780-12-25
3579,John Sullivan,John Sullivan,Meshech Weare,Directed,1780-12-25
3580,William Floyd,William Floyd,George Clinton,Directed,1780-12-26
3581,Thomas Burke,Thomas Burke,John Laurens,Directed,1780-12-26
3582,Oliver Wolcott,Oliver Wolcott,John Laurens,Directed,1780-12-27
3583,Jesse Root,Jesse Root,Jonathan Trumbull,Directed,1780-12-27
3584,Samuel Huntington,Samuel Huntington,Jonathan Trumbull,Directed,1780-12-29
3585,Ezekiel Cornell,Ezekiel Cornell,William Greene,Directed,1780-12-30
3586,Samuel Huntington,Samuel Huntington,John Laurens,Directed,1781-01-01
3587, Virginia Delegates, Virginia Delegates,Thomas Jefferson,Directed,1781-01-01
3588,James Madison,James Madison,Edmund Pendleton,Directed,1781-01-02
3589,James Jkladison,James Jkladison,Ambrose Madison,Directed,1781-01-02
3590,John Sullivan,John Sullivan,George Washington,Directed,1781-01-02
3591,Oliver Wolcott,Oliver Wolcott,Oliver Ellsworth,Directed,1781-01-02
3592,James Lovell,James Lovell,Samuel Hoi ten,Directed,1781-01-02
3593,Joseph Jones,Joseph Jones,odorick Bland,Directed,1781-01-02
3594,John Maws,John Maws,Nathanael Greene,Directed,1781-01-04
3595,John Sullivan,John Sullivan,Joseph Reed,Directed,1781-01-06
3596,Ezekiel Cornell,Ezekiel Cornell,William Greene,Directed,1781-01-07
3597,John Wirspoon,John Wirspoon,Joseph Reed,Directed,1781-01-07
3598,John Wirspoon,John Wirspoon,Joseph Reed,Directed,1781-01-07
3599,John Wirspoon,John Wirspoon,Samuel Huntington,Directed,1781-01-07
3600,John Sullivan,John Sullivan,George Washington,Directed,1781-01-07
3601,John Sullivan,John Sullivan,Joseph Reed,Directed,1781-01-08
3602,John Sullivan,John Sullivan,Joseph Reed,Directed,1781-01-08
3603,John Sullivan,John Sullivan,Samuel Huntington,Directed,1781-01-08
3604,Jesse Root,Jesse Root,Jonathan Trumbull,Directed,1781-01-08
3605,James Lovell,James Lovell,Timothy Pickering,Directed,1781-01-08
3606,James Mitchell Varnum,James Mitchell Varnum,William Greene,Directed,1781-01-08
3607,Samuel Huntington,Samuel Huntington, Several States,Directed,1781-01-09
3608,John Sullivan,John Sullivan,Samuel Huntington,Directed,1781-01-09
3609,John Sullivan,John Sullivan,George Washington,Directed,1781-01-09
3610,John Sullivan,John Sullivan,Joseph Reed,Directed,1781-01-09
3611,James Madison,James Madison,Thomas Jefferson,Directed,1781-01-09
3612,James Madison,James Madison,Edmund Pendleton,Directed,1781-01-09
3613,Oliver Wolcott,Oliver Wolcott,Jonathan Trumbull,Directed,1781-01-09
3614,John Maws,John Maws,Nathanael Greene,Directed,1781-01-09
3615,John Sullivan,John Sullivan,Samuel Huntington,Directed,1781-01-10
3616,John Sullivan,John Sullivan,George Washington,Directed,1781-01-10
3617,John Sullivan,John Sullivan,Samuel Huntington,Directed,1781-01-11
3618,Charles Thomson,Charles Thomson,Richard Peters,Directed,1781-01-11
3619,Samuel Huntington,Samuel Huntington,John Hancock,Directed,1781-01-12
3620,John Sullivan,John Sullivan,George Washington,Directed,1781-01-13
3621,John Sullivan,John Sullivan, Chevalier de la Luzerne,Directed,1781-01-13
3622,James IMadison,James IMadison,Nathanael Greene,Directed,1781-01-13
3623,James Lovell,James Lovell,Elbridge Gerry,Directed,1781-01-15
3624,John Sullivan,John Sullivan,George Washington,Directed,1781-01-15
3625,Samuel Adams,Samuel Adams,Richard Henry Lee,Directed,1781-01-15
3626,William Floyd,William Floyd,George Clinton,Directed,1781-01-16
3627, Connecticut Delegates, Connecticut Delegates,Jonathan Trumbull,Directed,1781-01-16
3628,Oliver Wolcott,Oliver Wolcott,Tapping Reeve,Directed,1781-01-16
3629,James Madison,James Madison,Edmund Pendleton,Directed,1781-01-16
3630, North Carolina Delegates, North Carolina Delegates,John Laurens,Directed,1781-01-16
3631,Samuel Huntington,Samuel Huntington,Thomas Sim Lee,Directed,1781-01-18
3632,Charles Thomson,Charles Thomson,Thomas Johnson,Directed,1781-01-20
3633,John Sullivan,John Sullivan,Meshech Weare,Directed,1781-01-21
3634,John Sullivan,John Sullivan,John Wendell,Directed,1781-01-21
3635,James Lovell,James Lovell,Samuel Holten,Directed,1781-01-23
3636,James Madison,James Madison,Edmund Pendleton,Directed,1781-01-23
3637,Samuel Huntington,Samuel Huntington,George Washington,Directed,1781-01-24
3638, Board of War, Board of War,Samuel Huntington,Directed,1781-01-25
3639,Samuel Huntington,Samuel Huntington, State of Pennsylvania,Directed,1781-01-27
3640,Samuel Huntington,Samuel Huntington, State of New Hampshire,Directed,1781-01-27
3641,Jesse Root,Jesse Root,William Williams,Directed,1781-01-29
3642,Jesse Root,Jesse Root,Jonathan Trumbull,Directed,1781-01-29
3643,John Sullivan,John Sullivan,George Washington,Directed,1781-01-29
3644,John Sullivan,John Sullivan,Meshech Weare,Directed,1781-01-29
3645,James Mitchell Varnum,James Mitchell Varnum,William Greene,Directed,1781-01-29
3646,John Maws,John Maws,William Livingston,Directed,1781-01-29
3647,James Duane,James Duane,George Washington,Directed,1781-01-29
3648,John Maws,John Maws,George Washington,Directed,1781-01-30
3649, Virginia Delegates, Virginia Delegates,Thomas Jefferson,Directed,1781-01-30
3650,Thomas Burke,Thomas Burke,William Bingham,Directed,1781-01-30
3651,Samuel Huntington,Samuel Huntington,Timothy Pickering,Directed,1781-02-02
3652,James Duane,James Duane,Pierre Van Cortlandt,Directed,1781-02-03
3653,James Duane,James Duane,Evert Bancker,Directed,1781-02-03
3654,Thomas McKean,Thomas McKean,Thomas Collins,Directed,1781-02-03
3655,James Lovell,James Lovell,Timothy Pickering,Directed,1781-02-05
3656,John Sullivan,John Sullivan,A'leshech Weare,Directed,1781-02-05
3657,odorick Bland,odorick Bland,Richard Henry Lee,Directed,1781-02-06
3658,Thomas Burke,Thomas Burke,William Bingham,Directed,1781-02-06
3659,Samuel Huntington,Samuel Huntington, Several States,Directed,1781-02-08
3660,William Floyd,William Floyd,George Clinton,Directed,1781-02-08
3661,James Lovell,James Lovell,Samuel Holten,Directed,1781-02-08
3662,Jesse Root,Jesse Root,Oliver Ellsworth,Directed,1781-02-08
3663, Connecticut Delegates, Connecticut Delegates,Jonathan Trumbull,Directed,1781-02-09
3664,odorick Bland,odorick Bland,Thomas Jefferson,Directed,1781-02-09
3665,John Maws,John Maws,Nathanael Greene,Directed,1781-02-10
3666,Samuel John Atlee,Samuel John Atlee,Joseph Reed,Directed,1781-02-11
3667,A Committee of Congress,A Committee of Congress,Charles Pettit,Directed,1781-02-12
3668,James Madison,James Madison,Edmund Pendleton,Directed,1781-02-12
3669,Daniel Carroll,Daniel Carroll,Thomas Sim Lee,Directed,1781-02-13
3670, Virginia Delegates, Virginia Delegates,Thomas Jefferson,Directed,1781-02-13
3671,James Mitchell Varnum,James Mitchell Varnum,Horatio Gates,Directed,1781-02-15
3672,Samuel Johnston,Samuel Johnston,James Iredell,Directed,1781-02-15
3673,odorick Bland,odorick Bland,Charles Pettit,Directed,1781-02-16
3674,Daniel Carroll,Daniel Carroll,Thomas Sim Lee,Directed,1781-02-17
3675,Samuel Adams,Samuel Adams,John Hancock,Directed,1781-02-19
3676,Samuel Huntington,Samuel Huntington,George Washington,Directed,1781-02-20
3677,Samuel Huntington,Samuel Huntington,George Washington,Directed,1781-02-20
3678,James Lovell,James Lovell,John Jay,Directed,1781-02-20
3679,Jesse Root,Jesse Root,Jonathan Trumbull,Directed,1781-02-20
3680,Daniel Carroll,Daniel Carroll,Thomas Sim Lee,Directed,1781-02-20
3681, Virginia Delegates, Virginia Delegates,Thomas Jefferson,Directed,1781-02-20
3682,Joseph Jones,Joseph Jones,George Washington,Directed,1781-02-21
3683,James Mitchell Varnum,James Mitchell Varnum,William Greene,Directed,1781-02-21
3684,Daniel Carroll,Daniel Carroll,Thomas Sim Lee,Directed,1781-02-24
3685,Thomas Rodney,Thomas Rodney,Diary,Directed,1781-02-26
3686,Samuel Huntington,Samuel Huntington,Joseph Reed,Directed,1781-02-26
3687,Samuel Huntington,Samuel Huntington,Thomas Sim Lee,Directed,1781-02-26
3688,Samuel Huntington,Samuel Huntington,John Hancock,Directed,1781-02-27
3689, Massachusetts Delegates, Massachusetts Delegates,John Hancock,Directed,1781-02-27
3690,Joseph Jones,Joseph Jones,George Washington,Directed,1781-02-27
3691,William Sharpe,William Sharpe,George Washington,Directed,1781-02-27
3692,Samuel Johnston,Samuel Johnston,James Iredell,Directed,1781-02-27
3693,John Sullivan,John Sullivan,Congress,Directed,1781-02-28
3694,James Mitchell Varnum,James Mitchell Varnum,Congress,Directed,1781-02-28
3695,Thomas Rodney,Thomas Rodney,Mrs. Rodney,Directed,1781-03-01
3696,Thomas Rodney,Thomas Rodney,Diary,Directed,1781-03-01
3697,Samuel Huntington,Samuel Huntington, Several States,Directed,1781-03-02
3698,Thomas Rodney,Thomas Rodney,Caesar Rodney,Directed,1781-03-02
3699,Thomas Rodney,Thomas Rodney,Diary,Directed,1781-03-03 
3700,Richard Howly,Richard Howly,Horatio Gates,Directed,1781-03-03
3701,Samuel Huntington,Samuel Huntington,Thomas Jefferson,Directed,1781-03-04
3702,Samuel Huntington,Samuel Huntington,Thomas Sim Lee,Directed,1781-03-04
